No,名前,略称,性別,属性,ポジション,Lv1 GP,Lv1 TP,Lv1 Kic,Lv1 Bod,Lv1 Con,Lv1 Gua,Lv1 Spe,Lv1 Sta,Lv1 Gut,Lv99 GP,Lv99 TP,Lv99 Kic,Lv99 Bod,Lv99 Con,Lv99 Gua,Lv99 Spe,Lv99 Sta,Lv99 Gut,GP Type,TP Type,Kic Type,Bod Type,Con Type,Gua Type,Spe Type,Sta Type,Gut Type,Fre,Total,技1,技種,威力,TP,属性,技2,技種,威力,TP,属性,技3,技種,威力,TP,属性,技4,技種,威力,TP,属性,検索用1,検索用2,検索用3,検索用4,検索用5,検索用6,検索用7,検索用8
521,蝉本　圭輔,せみもと,男,山,MF,45,35,8,11,11,12,8,9,11,85,144,66,54,57,60,36,63,56,5,1,2,1,1,2,5,2,1,15,407,モンキーターン,DR,15,17,一致,モグラフェイント,DR,61,30,一致,ブロックサーカス,BL,84,40,一致,じごくぐるま,DR,85,38,一致,モンキーターンモグラフェイントブロックサーカスじごくぐるま,モンキーターンモグラフェイントブロックサーカスじごくぐるま,モンキーターンモグラフェイントブロックサーカスじごくぐるま,モンキーターンモグラフェイントブロックサーカスじごくぐるま,DRDRBLDR,DRDRBLDR,DRDRBLDR,DRDRBLDR
522,日々原　納,ひびはら,男,火,DF,67,48,9,11,13,15,11,14,9,191,138,55,68,40,67,60,62,56,1,1,1,5,1,5,1,1,1,16,424,ブレードアタック,BL,39,23,,フレイムダンス,BL,62,32,一致,れっぷうダッシュ,DR,74,36,一致,ドこんじょうバット,BS,80,42,一致,ブレードアタックフレイムダンスれっぷうダッシュドこんじょうバット,ブレードアタックフレイムダンスれっぷうダッシュドこんじょうバット,ブレードアタックフレイムダンスれっぷうダッシュドこんじょうバット,ブレードアタックフレイムダンスれっぷうダッシュドこんじょうバット,BLBLDRBS,BLBLDRBS,BLBLDRBS,BLBLDRBS
523,目黒　和久,めぐろ,男,火,DF,30,31,7,8,5,8,6,4,6,81,90,36,39,36,36,39,36,28,2,2,2,2,2,2,2,2,2,39,289,コイルターン,BL,8,15,,うしろのしょうめん,BL,41,17,,ごりむちゅう,DR,49,23,,かげぬい,BL,64,32,,コイルターンうしろのしょうめんごりむちゅうかげぬい,コイルターンうしろのしょうめんごりむちゅうかげぬい,コイルターンうしろのしょうめんごりむちゅうかげぬい,コイルターンうしろのしょうめんごりむちゅうかげぬい,BLBLDRBL,BLBLDRBL,BLBLDRBL,BLBLDRBL
524,高野　瑠偉,たかの,男,林,FW,30,21,7,8,5,7,11,10,6,103,126,29,48,43,48,60,47,42,5,5,1,1,1,1,2,5,1,42,359,ローリングキック,NS,22,17,一致,ドッペルゲンガー,BL,16,17,一致,マジック,DR,22,17,一致,くものいと,BL,56,30,一致,ローリングキックドッペルゲンガーマジックくものいと,ローリングキックドッペルゲンガーマジックくものいと,ローリングキックドッペルゲンガーマジックくものいと,ローリングキックドッペルゲンガーマジックくものいと,NSBLDRBL,NSBLDRBL,NSBLDRBL,NSBLDRBL
525,伊集院　満,みちる,男,山,GK,38,40,9,13,14,8,8,11,9,149,156,49,53,66,62,56,54,62,4,1,1,2,2,5,1,4,1,22,424,タフネスブロック,CA,10,17,一致,フェイクボール,BL,46,25,,シュートポケット,CA,44,28,,セーフティプロテクト,P1,83,43,,タフネスブロックフェイクボールシュートポケットセーフティプロテクト,タフネスブロックフェイクボールシュートポケットセーフティプロテクト,タフネスブロックフェイクボールシュートポケットセーフティプロテクト,タフネスブロックフェイクボールシュートポケットセーフティプロテクト,CABLCAP1,CABLCAP1,CABLCAP1,CABLCAP1
526,竜巻　渡,たつまき,男,風,FW,48,61,14,12,14,12,14,12,13,158,142,59,53,60,52,52,53,60,4,4,4,4,4,4,4,4,4,36,425,たつまきせんぷう,DR,17,17,一致,ファイアトルネード,NS,65,33,,バックトルネード,BS,70,35,一致,ダークトルネード,BS,78,42,,たつまきせんぷうファイアトルネードバックトルネードダークトルネード,たつまきせんぷうファイアトルネードバックトルネードダークトルネード,たつまきせんぷうファイアトルネードバックトルネードダークトルネード,たつまきせんぷうファイアトルネードバックトルネードダークトルネード,DRNSBSBS,DRNSBSBS,DRNSBSBS,DRNSBSBS
527,鳩山　永人,はとやま,男,林,DF,22,50,6,6,9,12,7,11,8,88,115,40,63,29,76,42,55,40,1,1,1,5,1,5,1,1,1,8,353,クイックドロウ,BL,8,15,一致,アイスグランド,BL,44,25,,ひとりワンツー,DR,17,17,,スピニングカット,BB,58,30,,クイックドロウアイスグランドひとりワンツースピニングカット,クイックドロウアイスグランドひとりワンツースピニングカット,クイックドロウアイスグランドひとりワンツースピニングカット,クイックドロウアイスグランドひとりワンツースピニングカット,BLBLDRBB,BLBLDRBB,BLBLDRBB,BLBLDRBB
528,眠井　俊郎,ねむい,男,山,GK,48,54,10,12,11,13,13,10,11,149,158,63,61,62,56,52,52,60,1,1,1,1,1,1,1,1,1,23,429,タフネスブロック,CA,10,17,一致,アースクェイク,BL,56,30,一致,ゴールずらし,CA,63,34,一致,さばきのてっつい,BB,80,38,,タフネスブロックアースクェイクゴールずらしさばきのてっつい,タフネスブロックアースクェイクゴールずらしさばきのてっつい,タフネスブロックアースクェイクゴールずらしさばきのてっつい,タフネスブロックアースクェイクゴールずらしさばきのてっつい,CABLCABB,CABLCABB,CABLCABB,CABLCABB
529,海渡　壮介,うみわたり,男,風,MF,56,74,15,14,13,15,13,15,17,173,144,57,60,62,54,52,65,54,2,2,2,2,2,2,2,2,2,16,420,ムーンサルト,DR,38,22,一致,サイクロン,BL,64,32,一致,ダッシュストーム,DR,83,38,一致,ハーヴェスト,BL,93,44,,ムーンサルトサイクロンダッシュストームハーヴェスト,ムーンサルトサイクロンダッシュストームハーヴェスト,ムーンサルトサイクロンダッシュストームハーヴェスト,ムーンサルトサイクロンダッシュストームハーヴェスト,DRBLDRBL,DRBLDRBL,DRBLDRBL,DRBLDRBL
530,綿矢　針次,わたや,男,林,GK,34,39,8,7,9,9,9,7,7,116,108,45,47,44,73,44,46,48,2,2,2,2,2,4,2,2,2,33,380,キラーブレード,CA,12,17,一致,フェイクボンバー,BL,56,30,,ドこんじょうキャッチ,CA,69,36,,かえんほうしゃ,CA,76,41,,キラーブレードフェイクボンバードこんじょうキャッチかえんほうしゃ,キラーブレードフェイクボンバードこんじょうキャッチかえんほうしゃ,キラーブレードフェイクボンバードこんじょうキャッチかえんほうしゃ,キラーブレードフェイクボンバードこんじょうキャッチかえんほうしゃ,CABLCACA,CABLCACA,CABLCACA,CABLCACA
531,竹田　合馬,たけだ,男,山,FW,42,84,10,9,15,7,9,7,8,167,178,43,63,65,44,52,58,58,4,1,1,2,2,5,1,4,1,33,416,グレネードショット,NS,24,17,,うしろのしょうめん,BL,41,17,一致,フーセンガム,DR,38,22,,ドこんじょうバット,BS,80,42,,グレネードショットうしろのしょうめんフーセンガムドこんじょうバット,グレネードショットうしろのしょうめんフーセンガムドこんじょうバット,グレネードショットうしろのしょうめんフーセンガムドこんじょうバット,グレネードショットうしろのしょうめんフーセンガムドこんじょうバット,NSBLDRBS,NSBLDRBS,NSBLDRBS,NSBLDRBS
532,仲　義人,なか,男,風,DF,38,53,8,9,8,9,13,11,10,125,156,48,34,28,62,72,52,52,5,5,1,1,5,1,2,5,1,16,364,ホーントレイン,BB,16,17,,ごりむちゅう,DR,49,23,,フレイムダンス,BL,62,32,,かごめかごめ,BL,117,50,,ホーントレインごりむちゅうフレイムダンスかごめかごめ,ホーントレインごりむちゅうフレイムダンスかごめかごめ,ホーントレインごりむちゅうフレイムダンスかごめかごめ,ホーントレインごりむちゅうフレイムダンスかごめかごめ,BBDRBLBL,BBDRBLBL,BBDRBLBL,BBDRBLBL
533,明星　すばる,すばる,男,山,GK,68,39,11,8,10,10,12,14,11,195,142,49,60,56,62,70,71,52,5,5,1,1,1,1,2,5,1,23,443,ねっけつパンチ,P1,8,17,,ロケットこぶし,P1,41,27,,フルパワーシールド,P1,61,34,,カウンターストライク,P2,83,43,,ねっけつパンチロケットこぶしフルパワーシールドカウンターストライク,ねっけつパンチロケットこぶしフルパワーシールドカウンターストライク,ねっけつパンチロケットこぶしフルパワーシールドカウンターストライク,ねっけつパンチロケットこぶしフルパワーシールドカウンターストライク,P1P1P1P2,P1P1P1P2,P1P1P1P2,P1P1P1P2
534,愛宕　達平,あたご,男,火,GK,38,36,15,9,14,13,10,8,8,90,144,60,54,60,57,52,67,52,5,1,2,1,1,2,5,2,1,18,420,ねっけつヘッド,P1,46,28,一致,ドこんじょうキャッチ,CA,69,36,,フレイムダンス,BL,62,32,一致,つなみウォール,P2,76,41,,ねっけつヘッドドこんじょうキャッチフレイムダンスつなみウォール,ねっけつヘッドドこんじょうキャッチフレイムダンスつなみウォール,ねっけつヘッドドこんじょうキャッチフレイムダンスつなみウォール,ねっけつヘッドドこんじょうキャッチフレイムダンスつなみウォール,P1CABLP2,P1CABLP2,P1CABLP2,P1CABLP2
535,蕪木　金光,かぶらぎ,男,林,FW,28,50,11,10,9,7,18,14,8,77,148,51,54,60,59,62,60,52,5,5,1,1,1,1,2,5,1,24,422,スネークショット,NS,22,17,,グレネードショット,NS,24,17,,ローリングキック,NS,22,17,一致,スピニングシュート,NS,24,17,,スネークショットグレネードショットローリングキックスピニングシュート,スネークショットグレネードショットローリングキックスピニングシュート,スネークショットグレネードショットローリングキックスピニングシュート,スネークショットグレネードショットローリングキックスピニングシュート,NSNSNSNS,NSNSNSNS,NSNSNSNS,NSNSNSNS
536,太鼓田　保,ドラム,男,山,GK,45,39,9,7,7,11,17,13,11,114,146,40,34,29,55,61,58,57,5,5,1,1,5,1,2,5,1,14,348,ワイルドクロー,CA,41,27,一致,ホーントレイン,BB,16,17,一致,ばくれつパンチ,P1,67,36,,ノーエスケイプ,BL,97,44,一致,ワイルドクローホーントレインばくれつパンチノーエスケイプ,ワイルドクローホーントレインばくれつパンチノーエスケイプ,ワイルドクローホーントレインばくれつパンチノーエスケイプ,ワイルドクローホーントレインばくれつパンチノーエスケイプ,CABBP1BL,CABBP1BL,CABBP1BL,CABBP1BL
537,滋賀　圭作,しが,男,風,DF,56,66,15,15,14,16,13,17,13,151,148,57,60,54,56,53,60,59,2,2,2,2,2,2,2,2,2,16,415,キラースライド,BL,8,10,,かみかくし,NS,43,24,,ブレードアタック,BL,39,23,一致,サイクロン,BL,64,32,一致,キラースライドかみかくしブレードアタックサイクロン,キラースライドかみかくしブレードアタックサイクロン,キラースライドかみかくしブレードアタックサイクロン,キラースライドかみかくしブレードアタックサイクロン,BLNSBLBL,BLNSBLBL,BLNSBLBL,BLNSBLBL
538,古武　合気,あいき,男,林,FW,33,36,9,11,7,13,9,12,9,138,152,53,60,58,61,52,56,52,1,1,1,5,1,5,1,1,1,22,414,グレネードショット,NS,24,17,,スパイラルショット,NS,31,20,,フーセンガム,DR,38,22,,あいきどう,DR,81,38,,グレネードショットスパイラルショットフーセンガムあいきどう,グレネードショットスパイラルショットフーセンガムあいきどう,グレネードショットスパイラルショットフーセンガムあいきどう,グレネードショットスパイラルショットフーセンガムあいきどう,NSNSDRDR,NSNSDRDR,NSNSDRDR,NSNSDRDR
539,岩手　民和,いわて,男,火,DF,36,38,16,7,10,15,11,11,11,105,156,64,54,53,53,61,63,60,5,1,2,1,1,2,5,2,1,17,425,キラースライド,BL,8,10,,ひとりワンツー,DR,17,17,一致,フレイムダンス,BL,62,32,一致,ファイアトルネード,NS,65,33,一致,キラースライドひとりワンツーフレイムダンスファイアトルネード,キラースライドひとりワンツーフレイムダンスファイアトルネード,キラースライドひとりワンツーフレイムダンスファイアトルネード,キラースライドひとりワンツーフレイムダンスファイアトルネード,BLDRBLNS,BLDRBLNS,BLDRBLNS,BLDRBLNS
540,卓野　球太,たっきゅう,男,風,FW,43,46,9,12,16,10,9,7,10,149,152,48,57,63,43,57,54,58,4,1,1,2,2,5,1,4,1,16,396,スピニングシュート,NS,24,17,一致,アイスグランド,BL,44,25,一致,カマイタチ,DR,61,30,一致,フリーズショット,NS,67,33,,スピニングシュートアイスグランドカマイタチフリーズショット,スピニングシュートアイスグランドカマイタチフリーズショット,スピニングシュートアイスグランドカマイタチフリーズショット,スピニングシュートアイスグランドカマイタチフリーズショット,NSBLDRNS,NSBLDRNS,NSBLDRNS,NSBLDRNS
541,犬神　司,いぬがみ,男,山,GK,46,35,7,9,11,11,10,11,10,103,156,64,58,55,68,32,61,56,5,1,2,1,1,2,5,2,1,21,415,まきわりチョップ,P1,15,19,一致,スーパースキャン（Ｂ）,BL,39,23,,ドこんじょうキャッチ,CA,69,36,一致,トカチェフボンバー,NS,80,42,,まきわりチョップスーパースキャン（Ｂ）ドこんじょうキャッチトカチェフボンバー,まきわりチョップスーパースキャン（Ｂ）ドこんじょうキャッチトカチェフボンバー,まきわりチョップスーパースキャン（Ｂ）ドこんじょうキャッチトカチェフボンバー,まきわりチョップスーパースキャン（Ｂ）ドこんじょうキャッチトカチェフボンバー,P1BLCANS,P1BLCANS,P1BLCANS,P1BLCANS
542,辰己　検,たつみ,男,火,GK,31,46,7,8,9,11,11,12,11,92,140,44,60,61,60,68,65,62,5,5,1,1,1,1,2,5,1,27,447,プレッシャーパンチ,CA,15,19,一致,フェイクボール,BL,46,25,,ばくれつパンチ,P1,67,36,一致,フェイクボンバー,BL,56,30,一致,プレッシャーパンチフェイクボールばくれつパンチフェイクボンバー,プレッシャーパンチフェイクボールばくれつパンチフェイクボンバー,プレッシャーパンチフェイクボールばくれつパンチフェイクボンバー,プレッシャーパンチフェイクボールばくれつパンチフェイクボンバー,CABLP1BL,CABLP1BL,CABLP1BL,CABLP1BL
543,雀野　京平,すずめ,男,風,MF,45,38,9,13,17,9,13,11,7,158,134,44,62,64,45,77,52,56,4,1,1,2,2,5,1,4,1,16,416,たまのりピエロ,DR,8,15,一致,イリュージョンボール,DR,47,23,,アルマジロサーカス,DR,83,38,,ラン・ボール・ラン,NS,65,33,,たまのりピエロイリュージョンボールアルマジロサーカスラン・ボール・ラン,たまのりピエロイリュージョンボールアルマジロサーカスラン・ボール・ラン,たまのりピエロイリュージョンボールアルマジロサーカスラン・ボール・ラン,たまのりピエロイリュージョンボールアルマジロサーカスラン・ボール・ラン,DRDRDRNS,DRDRDRNS,DRDRDRNS,DRDRDRNS
