No,Name,NickName,GENDER,ELEMENT,POSITION,ROLE,AGE_GROUP,SCHOOL_YEAR,TEAM,OBTAIN,IE1,IE2,IE3,GO1,GO2,GO3,ARS,ORI,VIC,KICK,CONTROL,TECHNIQUE,PRESSURE,PHYSICAL,AGILITY,INTELLIGENCE,SHOT,FOCUS(AT),FOCUS(DF),SCRAMBLE(AT),SCRAMBLE(DF),SHOT_BLOCK,KEEPER_POWER
1142,先手 勝,先手,男,林,MF,選手,大人,-,ＳＰフィクサーズ,犯人の考えを常に先読みし事件をあらかじめ防ぐ。,×,○,○,×,×,×,×,×,○,93,101,98,81,82,75,90,194,191,188,172,171,163,708
1143,加賀美 法子,加賀美,女,火,FW,選手,大人,-,ＳＰフィクサーズ,犯人の気持ちになって推理するプロファイリングの専門家。,×,○,○,×,×,×,×,×,○,104,101,91,81,78,75,90,205,191,181,168,171,159,696
1144,財前 塔子,塔子,女,風,MF,選手,中学生,二年生,ＳＰフィクサーズ,財前総理の一人娘。男勝りで　おてんばなプレイヤー。,×,○,○,○,○,○,×,×,○,100,108,105,88,88,81,97,208,205,202,185,185,176,764
1146,木曽久 順,木曽久,男,林,FW,選手,大人,-,ＳＰフィクサーズ,上司に命じられたことはたとえ　どんな困難なことでも従う。,×,○,○,×,×,×,×,×,○,110,104,95,77,75,75,83,214,187,178,158,160,152,679
1147,弾倉 撃,弾倉,男,山,GK,選手,大人,-,ＳＰフィクサーズ,世界大会の日本代表になるほどのクールな天才スナイパー。,×,○,○,×,×,×,×,×,○,79,86,81,88,95,101,86,165,172,167,181,174,183,865
1148,特部 遂行,特部,男,風,DF,選手,大人,-,ＳＰフィクサーズ,さまざまな特殊任務の訓練を受けた特別工作員。,×,○,○,×,×,×,×,×,○,76,79,77,95,99,81,110,155,189,187,209,205,194,811
1149,電受 集,電受,男,林,MF,選手,大人,-,ＳＰフィクサーズ,犯人の電話やメールをキャッチする傍受チームのリーダー。,×,○,○,×,×,×,×,×,○,93,101,98,81,82,75,90,194,191,188,172,171,163,708
1150,日影 リンダ,リンダ,女,風,FW,選手,大人,-,ＳＰフィクサーズ,敵の情報を密かに集めるスパイ。,×,○,○,×,×,×,×,×,○,110,104,95,77,75,75,83,214,187,178,158,160,152,679
1151,身辺 保,身辺,男,火,DF,選手,大人,-,ＳＰフィクサーズ,彼が守る人間は絶対の安全を保障されるという。,×,○,○,×,×,×,×,×,○,76,79,77,95,99,81,110,155,189,187,209,205,194,811
1152,函田 鉄,函田,男,風,GK,選手,中学生,二年生,白恋中,どんなことにも筋を通す　北国の熱い選手。無骨そうでいて　夜景が好きなロマンチスト。,×,○,○,×,×,×,×,×,○,79,86,81,88,95,101,86,165,172,167,181,174,183,865
1153,真都路 珠香,真都路,女,火,DF,選手,中学生,二年生,白恋中,何度倒されようとも　諦めようとはせず生まれ変わったかのように立ち上がる。,×,○,○,×,×,○,×,×,○,83,86,88,95,99,85,107,169,193,195,206,202,194,827
1154,押矢 万部,押矢,男,風,DF,選手,中学生,一年生,白恋中,ホタテが大好きで試合中にもホタテの干物を食べている。,×,○,○,×,×,×,×,×,○,76,79,77,95,99,81,110,155,189,187,209,205,194,811
1155,目深 宗司,目深,男,林,DF,選手,中学生,二年生,白恋中,大事な試合ではデザインを変えるほどサングラスにこだわるが気づかれない。,×,○,○,×,×,×,×,×,○,76,79,77,95,99,81,110,155,189,187,209,205,194,811
1156,雪野 星也,雪野,男,山,MF,選手,中学生,一年生,白恋中,雪の結晶が大好き。観察ノートは　すでに３０冊目。,×,○,○,×,×,×,×,×,○,90,104,105,77,75,75,93,194,197,198,168,170,152,679
1157,荒谷 紺子,荒谷,女,風,MF,選手,中学生,一年生,白恋中,雪で遊ぶのが大好きで　寒さなど気にせずかまくらや雪だるまを作って遊び続ける。,×,○,○,×,×,○,×,×,○,97,104,102,84,85,78,93,201,197,195,178,177,169,735
1158,居屋 真降,居屋,男,林,MF,選手,中学生,二年生,白恋中,どんな斜面でもスキーでまっすぐに駆け下りていく。,×,○,○,×,×,×,×,×,○,93,101,98,81,82,75,90,194,191,188,172,171,163,708
1159,空野 礼文,空野,男,林,MF,選手,中学生,二年生,白恋中,日本最北端にある離島からやってきた少年。海の幸が好物で　ニシンや数の子が大好き。,×,○,○,×,×,×,×,×,○,90,104,105,77,75,75,93,194,197,198,168,170,152,679
1160,吹雪 士郎,吹雪,男,風,DF,選手,中学生,二年生,白恋中,雪原のエースストライカー。普段は穏やかだが　試合になると…。,×,○,×,×,×,×,×,×,○,90,94,95,102,105,91,114,184,208,209,219,216,207,883
1163,吹雪 士郎,吹雪,男,風,FW,選手,中学生,二年生,白恋中/イナズマジャパン,かつては熊殺しとも呼ばれた。穏やかな性格だが　そのシュートは強力。,×,○,○,○,○,○,×,×,○,114,112,102,91,88,85,100,226,212,202,188,191,179,786
1164,氷上 烈斗,烈斗,男,風,FW,選手,中学生,二年生,白恋中,スノーボードで鍛えた体幹が武器。いろいろなウィンタースポーツに詳しい。,×,○,○,×,×,×,×,×,○,107,104,95,84,82,78,93,211,197,188,175,177,166,726
1165,喜多海 流,喜多海,男,林,FW,選手,中学生,二年生,白恋中,冬になるとチームに加わる謎の旅人。自ら素性を語ることはなく　知る者もいない。,×,○,○,×,×,×,×,×,○,114,108,98,81,78,78,86,222,194,184,164,167,159,708
1166,炭谷 達磨,炭谷,男,山,GK,選手,中学生,二年生,白恋中,部屋のストーブから料理まで炭ひとつで何でもこなす。,×,○,○,×,×,×,×,×,○,79,86,81,91,95,98,86,165,172,167,181,177,186,859
1167,白熊 氷司,白熊,男,林,DF,選手,中学生,二年生,白恋中,シロクマと戦って勝ったという伝説を持つ。,×,○,○,×,×,×,×,×,○,76,79,77,95,99,81,110,155,189,187,209,205,194,811
1168,湿原 然,湿原,男,火,MF,選手,中学生,二年生,白恋中,湿原で鍛えられた足腰はハンパじゃない。,×,○,○,×,×,×,×,×,○,93,101,98,81,82,75,90,194,191,188,172,171,163,708
1169,五稜 武揚,五稜,男,火,DF,選手,中学生,二年生,白恋中,ヨーロッパで学んだ戦術で華麗なプレイをする。,×,○,○,×,×,×,×,×,○,76,79,77,95,99,81,110,155,189,187,209,205,194,811
1170,地平 広大,地平,男,林,FW,選手,中学生,二年生,白恋中,常に遠くを見て全体を見渡したプレイをする。,×,○,○,×,×,×,×,×,○,104,101,91,81,78,75,90,205,191,181,168,171,159,696
1171,北山 峰一,北山,男,林,MF,監督,大人,-,白恋中,北海道の雪深い山中にある　白恋中の監督。いつも厚着をしており　素顔を見せない。,×,○,×,×,×,×,×,×,○,90,104,105,77,75,75,93,194,197,198,168,170,152,679
1172,垣田 大将,垣田,男,林,GK,選手,中学生,二年生,漫遊寺中,実力だけでなく教えがとても分かりやすくて慕われている。,×,○,○,×,×,×,×,×,○,83,90,84,91,99,104,90,173,180,174,189,181,190,895
1173,悟里 開,悟里,男,風,DF,選手,中学生,二年生,漫遊寺中,迷いのないまっすぐなプレイで相手をブロックする。,×,○,○,×,×,×,×,×,○,76,79,77,95,99,81,110,155,189,187,209,205,194,811
1174,宝玉 光,宝玉,男,山,DF,選手,中学生,二年生,漫遊寺中,不思議な力をもつ宝玉を手に入れてサッカーがうまくなった。,×,○,○,×,×,×,×,×,○,76,79,77,95,99,81,110,155,189,187,209,205,194,811
1175,福見 観邑,福見,男,林,DF,選手,中学生,二年生,漫遊寺中,彼の耳に触ると幸せが訪れるらしい。,×,○,○,×,×,×,×,×,○,76,79,77,95,99,81,110,155,189,187,209,205,194,811
1176,真仮名井 承,真仮名井,男,火,DF,選手,中学生,二年生,漫遊寺中,選手なのに　チームの食事をいつも作っている。,×,○,○,×,×,×,×,×,○,76,79,77,95,99,81,110,155,189,187,209,205,194,811
1177,高夢 宗一,こむそう,男,林,MF,選手,中学生,二年生,漫遊寺中,尺八を吹きながらいつも旅をしている謎の選手。,×,○,○,×,×,×,×,×,○,90,104,105,77,75,75,93,194,197,198,168,170,152,679
1178,学舎 一筋,学舎,男,風,MF,選手,中学生,二年生,漫遊寺中,すでに京都のあらゆる大学で勉強しているという超天才。,×,○,○,×,×,×,×,×,○,93,101,98,81,82,75,90,194,191,188,172,171,163,708
1179,市川 太衛門,市川,男,林,MF,選手,中学生,二年生,漫遊寺中,時代劇の名優の息子。本人もときどき　出演している。,×,○,○,×,×,×,×,×,○,90,104,105,77,75,75,93,194,197,198,168,170,152,679
1180,天神 阿太郎,阿太郎,男,火,FW,選手,中学生,二年生,漫遊寺中,吽助とのコンビプレイが得意。敵陣に切り込むことが多い。,×,○,○,×,×,×,×,×,○,107,104,95,84,82,78,93,211,197,188,175,177,166,726
1181,影田 巡,影田,男,林,FW,選手,中学生,二年生,漫遊寺中,京都を守るヒミツの軍団の子孫。不思議な体術をつかう。,×,○,○,×,×,×,×,×,○,114,108,98,81,78,78,86,222,194,184,164,167,159,708
1182,天神 吽助,吽助,男,風,FW,選手,中学生,二年生,漫遊寺中,阿太郎とのコンビプレイが得意。最後のシュートをよく決める。,×,○,○,×,×,×,×,×,○,107,104,95,84,82,78,93,211,197,188,175,177,166,726
1183,木暮 夕弥,木暮,男,林,DF,選手,中学生,一年生,漫遊寺中/イナズマジャパン,ひねくれもののイタズラっ子。その小さな体には秘められた力が？,×,○,○,○,○,○,×,×,○,86,90,91,98,102,88,110,176,200,201,212,208,200,854
1185,五重 学,五重,男,風,GK,選手,中学生,二年生,漫遊寺中,古い書物を調べて真面目に勉強している。,×,○,○,×,×,×,×,×,○,79,86,81,91,95,98,86,165,172,167,181,177,186,859
1186,賀茂 歓行,賀茂,男,林,DF,選手,中学生,二年生,漫遊寺中,紙のお札を使って不思議な術を使うことができる。,×,○,○,×,×,×,×,×,○,76,79,77,95,99,81,110,155,189,187,209,205,194,811
1187,五山 送,五山,男,火,MF,選手,中学生,二年生,漫遊寺中,普段はおとなしいが年に一度　炎のように燃え上がる。,×,○,○,×,×,×,×,×,○,90,104,105,77,75,75,93,194,197,198,168,170,152,679
1188,総本 号,総本,男,風,FW,選手,中学生,二年生,漫遊寺中,たくさんの人が訪れるとても有名なお寺の息子。,×,○,○,×,×,×,×,×,○,104,101,91,81,78,75,90,205,191,181,168,171,159,696
1189,伝開 道忠,伝開,男,林,DF,監督,老人,-,漫遊寺中,修行の一環としてサッカーを取り入れており己の心と身体を鍛えることをモットーとする。,×,○,×,×,×,×,×,×,○,79,83,84,91,95,81,104,162,187,188,199,195,186,791
1190,源田 幸次郎,げんおう,男,火,GK,選手,中学生,二年生,真・帝国学園,王を超えたエンペラー・オブ・ゴールキーパー。,×,○,○,×,×,×,×,×,○,90,97,91,98,105,111,97,187,194,188,202,195,203,955
1191,帯屋 歴人,帯屋,男,風,DF,選手,中学生,二年生,真・帝国学園,ぬかるんだグラウンドでも安定した走りをすることができる。,×,○,○,×,×,×,×,×,○,76,79,77,95,99,81,110,155,189,187,209,205,194,811
1192,弥谷 剣五,弥谷,男,山,DF,選手,中学生,二年生,真・帝国学園,相手が嫌がって音を上げるほどぴったりとマークする。,×,○,○,×,×,×,×,×,○,76,79,77,95,99,81,110,155,189,187,209,205,194,811
1193,郷院 猛,郷院,男,林,DF,選手,中学生,二年生,真・帝国学園/ネオジャパン,強引なプレイで相手を吹き飛ばしてでもボールを奪う。,×,○,○,×,×,×,×,×,○,83,86,88,95,99,85,107,169,193,195,206,202,194,827
1194,竺和 了,竺和,男,火,DF,選手,中学生,二年生,真・帝国学園,すばやいターンで　すぐに走る方向を　自在に変えることができる。,×,○,○,×,×,×,×,×,○,76,79,77,95,99,81,110,155,189,187,209,205,194,811
1195,目座 相斗,目座,男,林,MF,選手,中学生,二年生,真・帝国学園,相手の動きを正確にトレースする恐るべき目をしている。,×,○,○,×,×,×,×,×,○,93,101,98,81,82,75,90,194,191,188,172,171,163,708
1196,日柄 美照,日柄,男,山,MF,選手,中学生,二年生,真・帝国学園,どれだけ走っても水分補給を必要としないタフなヤツ。,×,○,○,×,×,×,×,×,○,90,104,105,77,75,75,93,194,197,198,168,170,152,679
1197,小鳥遊 忍,小鳥遊,女,風,MF,選手,中学生,二年生,真・帝国学園,他のプレイヤーを圧倒するテクニックで真帝国学園のレギュラーとなった天才ＭＦ。,×,○,○,×,×,○,×,×,○,97,104,102,84,85,78,93,201,197,195,178,177,169,735
1198,比得 呂介,比得,男,林,FW,選手,中学生,二年生,真・帝国学園,トリッキーな動きで相手の心をかき乱す。,×,○,○,×,×,×,×,×,○,104,101,91,81,78,75,90,205,191,181,168,171,159,696
1199,不動 明王,不動,男,火,MF,選手,中学生,二年生,真・帝国学園,傲慢な言動が目立つが　その実力は本物。トリックプレイで周りを翻弄する。,×,○,○,×,×,×,×,×,○,104,112,109,91,92,85,100,216,212,209,192,191,183,798
1200,佐久間 次郎,佐久間,男,林,FW,選手,中学生,二年生,真・帝国学園,さらに磨きがかかった参謀役として新生チームをまとめあげる。,×,○,○,×,×,×,×,×,○,114,112,102,91,88,85,100,226,212,202,188,191,179,786
1201,片倉 慈音,片倉,男,林,GK,選手,中学生,二年生,真・帝国学園,剣法を応用した　不思議な体さばきで相手を混乱させる。,×,○,○,×,×,×,×,×,○,79,86,81,88,95,101,86,165,172,167,181,174,183,865
1202,相馬 善鬼,相馬,男,風,FW,選手,中学生,二年生,真・帝国学園,曲芸のようにボールを使いこなして切り込んでいく。,×,○,○,×,×,×,×,×,○,104,101,91,81,78,75,90,205,191,181,168,171,159,696
1203,少弐 暁,少弐,男,風,DF,選手,中学生,二年生,真・帝国学園,アイコンタクトが得意で何も指示をしなくても　的確に動く。,×,○,○,×,×,×,×,×,○,79,83,84,91,95,81,104,162,187,188,199,195,186,791
1204,戸次 弘佑,べつき,男,林,MF,選手,中学生,二年生,真・帝国学園,あらゆるスポーツを経験しそこからサッカーに応用する。,×,○,○,×,×,×,×,×,○,90,104,105,77,75,75,93,194,197,198,168,170,152,679
1205,一色 真砂士,一色,男,山,MF,選手,中学生,二年生,真・帝国学園,なかなかやる気を出さないが一度本気になったら　すごいパワー。,×,○,○,×,×,×,×,×,○,90,104,105,77,75,75,93,194,197,198,168,170,152,679
1206,土州 恋,コイ,女,火,GK,選手,中学生,三年生,大阪ギャルズ・ＣＣＣ,女相撲大会中学生の部　日本チャンピオン。怪力の持ち主だが　実はちょっぴり泣き虫。,×,○,○,×,×,○,×,×,○,83,90,84,91,99,104,90,173,180,174,189,181,190,895
